MR32 CSV
Name;Staw lokciowy zginanie, nadgarstkowy wyprost 2
Frequency;1500
Date;17-03-2023 12:32:00
"Time,s";"FLEX.CAPR.U RT,%";"BICEPS BR. RT,%";"BRACHIORAD. RT,%";"LAT. TRICEPS RT,%"
36,1920;0,5964;0,9103;0,8018;0,8437
36,1927;0,5952;0,9132;0,7986;0,8469
36,1933;0,5916;0,9132;0,7924;0,849
36,1940;0,5893;0,916;0,7861;0,8498
36,1947;0,5893;0,9188;0,783;0,8506
36,1953;0,5893;0,9188;0,7861;0,8538
36,1960;0,5905;0,9188;0,7736;0,857
36,1967;0,5905;0,9188;0,7673;0,861
36,1973;0,5928;0,9188;0,7704;0,8655
36,1980;0,594;0,9188;0,7704;0,8691
36,1987;0,594;0,9188;0,7736;0,8739
36,1993;0,594;0,9188;0,7704;0,8776
36,2000;0,594;0,9188;0,7704;0,8792
36,2007;0,594;0,916;0,7704;0,8808
36,2013;0,594;0,916;0,7673;0,8808
36,2020;0,594;0,916;0,7704;0,8816
36,2027;0,594;0,9216;0,7704;0,882
36,2033;0,594;0,9272;0,7704;0,8812
36,2040;0,5905;0,93;0,7704;0,8812
36,2047;0,5893;0,93;0,7704;0,8812
36,2053;0,5881;0,93;0,7704;0,882
36,2060;0,5857;0,9272;0,7673;0,8836
36,2067;0,5845;0,9244;0,7673;0,8832
36,2073;0,5845;0,9216;0,7642;0,8812
36,2080;0,5845;0,9188;0,7642;0,8804
36,2087;0,5845;0,9188;0,7642;0,8808
36,2093;0,5893;0,9216;0,7611;0,8816
36,2100;0,5928;0,9216;0,7611;0,8804
36,2107;0,5893;0,9188;0,7611;0,8768
36,2113;0,5893;0,9132;0,7579;0,8731
36,2120;0,5881;0,9103;0,7579;0,8707
36,2127;0,5881;0,9103;0,7579;0,8707
36,2133;0,5881;0,9103;0,7579;0,8699
36,2140;0,5881;0,9103;0,7579;0,8703
36,2147;0,5881;0,9103;0,7579;0,8691
36,2153;0,5881;0,9103;0,7579;0,8691
36,2160;0,5857;0,9103;0,7579;0,8695
36,2167;0,5857;0,9103;0,7579;0,8695
36,2173;0,5857;0,9103;0,7579;0,8695
36,2180;0,5822;0,9103;0,7579;0,8687
36,2187;0,5774;0,9103;0,7548;0,8687
36,2193;0,5786;0,9103;0,7548;0,8691
36,2200;0,5798;0,9103;0,7548;0,8683
36,2207;0,5798;0,9103;0,7517;0,8675
36,2213;0,5798;0,9103;0,7517;0,8675
36,2220;0,5774;0,9103;0,7517;0,8675
36,2227;0,5727;0,9103;0,7517;0,8679
36,2233;0,5715;0,9075;0,7517;0,8663
36,2240;0,5715;0,9047;0,7517;0,8647
36,2247;0,5715;0,9047;0,7517;0,8639
36,2253;0,5715;0,9047;0,7548;0,8631
36,2260;0,5727;0,9019;0,7579;0,8631
36,2267;0,5727;0,9019;0,7579;0,861
36,2273;0,5715;0,9019;0,7579;0,8586
36,2280;0,5715;0,9019;0,7611;0,8586
36,2287;0,5727;0,9019;0,7704;0,8582
36,2293;0,5727;0,9019;0,7704;0,8582
36,2300;0,5739;0,9019;0,7704;0,8582
36,2307;0,5739;0,9019;0,7704;0,8586
36,2313;0,5739;0,9047;0,7736;0,8606
36,2320;0,5739;0,9047;0,7798;0,8623
36,2327;0,5751;0,9047;0,7892;0,8627
36,2333;0,5798;0,9075;0,7924;0,8627
36,2340;0,5798;0,9075;0,7955;0,8627
36,2347;0,5774;0,9075;0,7955;0,8627
36,2353;0,5774;0,9075;0,7955;0,8627
36,2360;0,5774;0,9075;0,7955;0,8631
36,2367;0,5774;0,9075;0,7955;0,8631
36,2373;0,5774;0,9103;0,7955;0,8655
36,2380;0,5786;0,9132;0,7955;0,8699
36,2387;0,5786;0,9132;0,7986;0,8707
36,2393;0,5798;0,9132;0,7986;0,8699
36,2400;0,581;0,9132;0,7986;0,8699
36,2407;0,5822;0,9132;0,7986;0,8703
36,2413;0,5822;0,916;0,7986;0,8715
36,2420;0,5822;0,9188;0,7986;0,8735
36,2427;0,5822;0,9216;0,7986;0,8735
36,2433;0,5822;0,9216;0,7986;0,8723
36,2440;0,5834;0,9216;0,7986;0,8715
36,2447;0,5834;0,9216;0,7986;0,8715
36,2453;0,5857;0,9216;0,7986;0,8719
36,2460;0,5845;0,9216;0,7986;0,8719
36,2467;0,5822;0,9216;0,7986;0,8719
36,2473;0,5822;0,9244;0,7986;0,8719
36,2480;0,5822;0,9216;0,7986;0,8719
36,2487;0,5822;0,9216;0,7986;0,8727
36,2493;0,5834;0,9216;0,7986;0,8731
36,2500;0,5834;0,9244;0,7986;0,8731
36,2507;0,5834;0,9244;0,7986;0,8727
36,2513;0,5834;0,9244;0,7986;0,8739
36,2520;0,5834;0,9272;0,7986;0,8744
36,2527;0,5834;0,9328;0,7955;0,8739
36,2533;0,5834;0,9328;0,7955;0,8748
36,2540;0,5834;0,9328;0,7955;0,8744
36,2547;0,5834;0,93;0,7924;0,8735
36,2553;0,5845;0,93;0,7924;0,8727
36,2560;0,5845;0,93;0,7892;0,8727
36,2567;0,5845;0,9328;0,7892;0,8723
36,2573;0,5869;0,93;0,7892;0,8711
36,2580;0,5881;0,93;0,7892;0,8703
36,2587;0,5857;0,93;0,7892;0,8695
36,2593;0,5857;0,93;0,7892;0,8687
36,2600;0,5857;0,93;0,7892;0,8687
36,2607;0,5857;0,93;0,7924;0,8687
36,2613;0,5857;0,93;0,7924;0,8683
36,2620;0,5857;0,93;0,7892;0,8647
36,2627;0,5869;0,9244;0,7892;0,8558
36,2633;0,5893;0,9188;0,7892;0,8494
36,2640;0,5881;0,916;0,7924;0,8486
36,2647;0,5893;0,916;0,7924;0,8486
36,2653;0,5893;0,916;0,7892;0,849
36,2660;0,5881;0,916;0,7892;0,8498
36,2667;0,5869;0,9188;0,7892;0,8522
36,2673;0,5857;0,9216;0,7892;0,8558
36,2680;0,5857;0,9244;0,7892;0,8582
36,2687;0,5869;0,9244;0,7892;0,8586
36,2693;0,5905;0,9216;0,7892;0,8586
36,2700;0,5881;0,9216;0,7892;0,8586
36,2707;0,5881;0,9244;0,7861;0,859
36,2713;0,5881;0,9244;0,7861;0,8598
36,2720;0,5881;0,9244;0,7892;0,8602
36,2727;0,5881;0,9244;0,7924;0,8602
36,2733;0,5893;0,9244;0,7924;0,8598
36,2740;0,5893;0,9244;0,7892;0,8598
36,2747;0,5893;0,9244;0,7892;0,8602
36,2753;0,5893;0,9244;0,7892;0,8623
36,2760;0,5893;0,9244;0,7892;0,8647
36,2767;0,5905;0,9272;0,7892;0,8663
36,2773;0,5893;0,9272;0,7861;0,8687
36,2780;0,5881;0,9272;0,7861;0,8691
36,2787;0,5881;0,93;0,783;0,8683
36,2793;0,5893;0,93;0,783;0,8695
36,2800;0,5916;0,93;0,783;0,8699
36,2807;0,5905;0,9356;0,783;0,8711
36,2813;0,5916;0,9469;0,783;0,8748
36,2820;0,5893;0,9581;0,7861;0,8764
36,2827;0,5881;0,9609;0,7861;0,8764
36,2833;0,5893;0,9609;0,7861;0,876
36,2840;0,5893;0,9609;0,7892;0,8756
36,2847;0,5905;0,9609;0,7861;0,8731
36,2853;0,5905;0,9609;0,7924;0,8719
36,2860;0,5905;0,9609;0,7955;0,8719
36,2867;0,5893;0,9609;0,7986;0,8731
36,2873;0,5905;0,9637;0,7955;0,8739
36,2880;0,5893;0,9637;0,7986;0,8748
36,2887;0,5893;0,9637;0,7986;0,8768
36,2893;0,5881;0,9637;0,7986;0,8776
36,2900;0,5881;0,9665;0,7986;0,8772
36,2907;0,5893;0,9665;0,7986;0,8776
36,2913;0,5893;0,9665;0,7986;0,8776
36,2920;0,5893;0,9665;0,7986;0,878
36,2927;0,5893;0,9694;0,7986;0,8784
36,2933;0,5916;0,9694;0,8018;0,8784
36,2940;0,5928;0,9665;0,8049;0,878
36,2947;0,5928;0,9665;0,8049;0,8776
36,2953;0,5928;0,9665;0,8018;0,8768
36,2960;0,5928;0,9694;0,8018;0,8768
36,2967;0,5928;0,9694;0,8049;0,8772
36,2973;0,5928;0,9694;0,8049;0,8764
36,2980;0,5928;0,9694;0,8049;0,8739
36,2987;0,594;0,9694;0,8049;0,8691
36,2993;0,5928;0,9694;0,808;0,8671
36,3000;0,594;0,9722;0,8112;0,8671
36,3007;0,594;0,975;0,8206;0,8671
36,3013;0,5916;0,9778;0,8362;0,8671
36,3020;0,5916;0,9806;0,8456;0,8671
36,3027;0,5916;0,9834;0,8519;0,8679
36,3033;0,5928;0,9862;0,8519;0,8687
36,3040;0,5928;0,989;0,855;0,8695
36,3047;0,594;0,989;0,8613;0,8699
36,3053;0,6035;0,989;0,8613;0,8699
36,3060;0,6094;0,989;0,8581;0,8695
36,3067;0,6082;0,989;0,855;0,8683
36,3073;0,6082;0,989;0,855;0,8679
36,3080;0,6082;0,9918;0,8707;0,8683
36,3087;0,6082;0,9918;0,8926;0,8699
36,3093;0,6082;0,9918;0,902;0,8727
36,3100;0,6094;0,9918;0,902;0,8768
36,3107;0,6106;0,9918;0,8989;0,8792
36,3113;0,6129;0,9918;0,8989;0,8804
36,3120;0,6165;0,9918;0,902;0,8812
36,3127;0,6224;0,9918;0,9083;0,8788
36,3133;0,6236;0,9918;0,9083;0,8768
36,3140;0,62;0,9918;0,9114;0,8752
36,3147;0,62;0,989;0,9208;0,8739
36,3153;0,6283;0,989;0,9458;0,8744
36,3160;0,6413;0,989;0,9834;0,8756
36,3167;0,6508;0,989;0,9991;0,876
36,3173;0,6638;0,989;1,002;0,876
36,3180;0,6816;0,9918;1,005;0,876
36,3187;0,6851;0,9918;1,015;0,8752
36,3193;0,6828;0,9918;1,021;0,8744
36,3200;0,6839;0,9918;1,024;0,8744
36,3207;0,6851;0,9918;1,015;0,8756
36,3213;0,6863;0,9974;1,012;0,8808
36,3220;0,6899;0,9974;1,008;0,8889
36,3227;0,6934;0,9974;1,008;0,8961
36,3233;0,6934;0,9974;1,015;0,903
36,3240;0,6934;1;1,04;0,9094
36,3247;0,6934;1,014;1,037;0,9155
36,3253;0,6922;1,026;1,034;0,9191
36,3260;0,6946;1,034;1,034;0,9199
36,3267;0,7005;1,045;1,034;0,9191
36,3273;0,7112;1,051;1,04;0,9175
36,3280;0,7254;1,054;1,062;0,9183
36,3287;0,7325;1,062;1,099;0,9183
36,3293;0,7336;1,073;1,149;0,9179
36,3300;0,7313;1,079;1,193;0,9183
36,3307;0,7289;1,085;1,225;0,9199
36,3313;0,7301;1,093;1,246;0,9227
36,3320;0,7301;1,101;1,262;0,9259
36,3327;0,7289;1,107;1,268;0,9276
36,3333;0,7289;1,113;1,268;0,9272
36,3340;0,7289;1,115;1,268;0,9251
36,3347;0,7313;1,115;1,272;0,9191
36,3353;0,7336;1,113;1,275;0,9163
36,3360;0,7348;1,115;1,275;0,9171
36,3367;0,7348;1,118;1,275;0,9179
36,3373;0,7348;1,121;1,281;0,9175
36,3380;0,7348;1,124;1,281;0,9147
36,3387;0,7348;1,124;1,281;0,913
36,3393;0,7396;1,124;1,319;0,913
36,3400;0,7407;1,127;1,347;0,9147
36,3407;0,7419;1,127;1,347;0,9167
36,3413;0,7419;1,124;1,347;0,9171
36,3420;0,749;1,121;1,353;0,9167
36,3427;0,7526;1,118;1,353;0,9195
36,3433;0,7502;1,118;1,35;0,9231
36,3440;0,7514;1,118;1,35;0,9276
36,3447;0,7502;1,121;1,35;0,93
36,3453;0,7502;1,121;1,356;0,9296
36,3460;0,749;1,121;1,356;0,93
36,3467;0,7502;1,121;1,356;0,9304
36,3473;0,7549;1,121;1,362;0,934
36,3480;0,7573;1,121;1,372;0,9441
36,3487;0,762;1,121;1,381;0,9594
36,3493;0,7821;1,121;1,403;0,9703
36,3500;0,7892;1,124;1,406;0,9751
36,3507;0,7916;1,127;1,434;0,9767
36,3513;0,7975;1,13;1,481;0,9767
36,3520;0,7987;1,132;1,485;0,9763
36,3527;0,7987;1,135;1,485;0,9763
36,3533;0,7987;1,138;1,491;0,9763
36,3540;0,8011;1,138;1,506;0,9763
36,3547;0,8117;1,141;1,519;0,9759
36,3553;0,8165;1,141;1,525;0,9759
36,3560;0,8165;1,141;1,528;0,9763
36,3567;0,8165;1,141;1,531;0,9763
36,3573;0,8165;1,141;1,531;0,9755
36,3580;0,8165;1,144;1,531;0,9763
36,3587;0,8165;1,144;1,531;0,9767
36,3593;0,8153;1,141;1,535;0,9767
36,3600;0,8153;1,141;1,535;0,9779
36,3607;0,8165;1,141;1,535;0,9792
36,3613;0,8165;1,141;1,535;0,9792
36,3620;0,8176;1,141;1,535;0,9796
36,3627;0,8176;1,141;1,535;0,9804
36,3633;0,8188;1,141;1,541;0,9804
36,3640;0,8188;1,141;1,544;0,9804
36,3647;0,8188;1,144;1,547;0,9804
36,3653;0,82;1,144;1,55;0,9808
36,3660;0,8236;1,146;1,553;0,9812
36,3667;0,8224;1,146;1,553;0,9816
36,3673;0,8224;1,149;1,553;0,9816
36,3680;0,8224;1,149;1,553;0,9828
36,3687;0,8224;1,146;1,553;0,984
36,3693;0,8212;1,149;1,553;0,984
36,3700;0,8224;1,152;1,553;0,9848
36,3707;0,8247;1,152;1,553;0,9848
36,3713;0,8247;1,152;1,553;0,9852
36,3720;0,8259;1,149;1,55;0,986
36,3727;0,8259;1,149;1,55;0,9868
36,3733;0,8247;1,149;1,55;0,9888
36,3740;0,8247;1,149;1,55;0,9929
36,3747;0,8259;1,149;1,55;0,9969
36,3753;0,8271;1,149;1,55;0,9977
36,3760;0,8283;1,149;1,557;0,9981
36,3767;0,8283;1,146;1,566;0,9997
36,3773;0,8283;1,146;1,569;1,003
36,3780;0,8283;1,146;1,572;1,007
36,3787;0,8295;1,146;1,572;1,008
36,3793;0,8283;1,152;1,575;1,008
36,3800;0,8295;1,155;1,582;1,01
36,3807;0,8295;1,16;1,588;1,014
36,3813;0,8283;1,169;1,591;1,02
36,3820;0,8283;1,174;1,591;1,025
36,3827;0,8295;1,174;1,591;1,026
36,3833;0,8283;1,174;1,591;1,026
36,3840;0,8283;1,174;1,591;1,025
36,3847;0,8283;1,177;1,591;1,025
36,3853;0,8283;1,177;1,591;1,025
36,3860;0,8283;1,174;1,591;1,025
36,3867;0,8271;1,174;1,591;1,026
36,3873;0,8271;1,177;1,591;1,026
36,3880;0,8259;1,177;1,591;1,026
36,3887;0,8224;1,177;1,591;1,026
36,3893;0,8224;1,177;1,591;1,026
36,3900;0,82;1,177;1,588;1,027
36,3907;0,8176;1,18;1,588;1,027
36,3913;0,8165;1,18;1,591;1,027
36,3920;0,8176;1,18;1,591;1,027
36,3927;0,8176;1,18;1,591;1,027
36,3933;0,8176;1,18;1,591;1,027
36,3940;0,8165;1,18;1,591;1,029
36,3947;0,8153;1,18;1,588;1,028
36,3953;0,8153;1,18;1,588;1,029
36,3960;0,8153;1,18;1,591;1,03
36,3967;0,8176;1,18;1,591;1,03
36,3973;0,8212;1,18;1,591;1,03
36,3980;0,82;1,186;1,6;1,03
36,3987;0,8212;1,189;1,613;1,03
36,3993;0,82;1,197;1,619;1,029
36,4000;0,8188;1,205;1,622;1,024
36,4007;0,8188;1,205;1,622;1,018
36,4013;0,8212;1,2;1,622;1,012
36,4020;0,8236;1,2;1,625;1,004
36,4027;0,8212;1,197;1,625;0,9965
36,4033;0,8212;1,194;1,629;0,9925
36,4040;0,82;1,194;1,629;0,9925
36,4047;0,82;1,197;1,629;0,9937
36,4053;0,82;1,197;1,629;0,9981
36,4060;0,82;1,197;1,629;0,9997
36,4067;0,82;1,197;1,629;0,9933
36,4073;0,82;1,2;1,629;0,9884
36,4080;0,82;1,2;1,629;0,9864
36,4087;0,82;1,2;1,629;0,9832
36,4093;0,8212;1,194;1,632;0,9788
36,4100;0,8247;1,191;1,632;0,9755
36,4107;0,8259;1,191;1,632;0,9739
36,4113;0,8271;1,191;1,635;0,9727
36,4120;0,8307;1,191;1,635;0,9723
36,4127;0,8318;1,191;1,638;0,9727
36,4133;0,8307;1,191;1,638;0,9727
36,4140;0,8259;1,191;1,641;0,9723
36,4147;0,8224;1,191;1,641;0,9715
36,4153;0,8236;1,189;1,641;0,9711
36,4160;0,8236;1,189;1,644;0,9699
36,4167;0,8236;1,189;1,644;0,9679
36,4173;0,8224;1,191;1,644;0,9675
36,4180;0,8224;1,191;1,644;0,9671
36,4187;0,8224;1,191;1,644;0,9655
36,4193;0,8224;1,191;1,644;0,9646
36,4200;0,8224;1,191;1,647;0,9642
36,4207;0,8212;1,191;1,654;0,9642
36,4213;0,8212;1,191;1,657;0,9646
36,4220;0,8212;1,194;1,657;0,9646
36,4227;0,8212;1,194;1,666;0,9646
36,4233;0,8212;1,191;1,676;0,9651
36,4240;0,8212;1,194;1,676;0,9651
36,4247;0,8212;1,194;1,682;0,9655
36,4253;0,8247;1,197;1,688;0,9667
36,4260;0,8247;1,197;1,688;0,9687
36,4267;0,8247;1,197;1,688;0,9711
36,4273;0,8247;1,197;1,688;0,9755
36,4280;0,8259;1,197;1,691;0,9771
36,4287;0,8295;1,197;1,694;0,9767
36,4293;0,8318;1,197;1,697;0,9779
36,4300;0,8318;1,197;1,697;0,98
36,4307;0,833;1,2;1,697;0,9796
36,4313;0,833;1,2;1,697;0,9796
36,4320;0,8354;1,203;1,704;0,9796
36,4327;0,8354;1,205;1,71;0,9796
36,4333;0,8366;1,211;1,716;0,98
36,4340;0,8366;1,214;1,723;0,9808
36,4347;0,8366;1,219;1,729;0,9816
36,4353;0,8366;1,228;1,738;0,9812
36,4360;0,8354;1,233;1,751;0,9808
36,4367;0,8354;1,239;1,773;0,9816
36,4373;0,8354;1,245;1,791;0,9828
36,4380;0,8366;1,25;1,795;0,9832
36,4387;0,8378;1,253;1,798;0,9856
36,4393;0,8366;1,259;1,801;0,9876
36,4400;0,8366;1,262;1,807;0,988
36,4407;0,8366;1,264;1,823;0,9896
36,4413;0,8366;1,264;1,835;0,9913
36,4420;0,8354;1,264;1,835;0,9913
36,4427;0,8354;1,264;1,838;0,9904
36,4433;0,8354;1,264;1,838;0,9908
36,4440;0,8354;1,267;1,838;0,99
36,4447;0,8354;1,27;1,838;0,9848
36,4453;0,8366;1,27;1,842;0,9836
36,4460;0,8366;1,27;1,845;0,9836
36,4467;0,8366;1,27;1,845;0,9828
36,4473;0,8354;1,27;1,845;0,9796
36,4480;0,8366;1,27;1,845;0,9788
36,4487;0,8366;1,27;1,845;0,9788
36,4493;0,8401;1,27;1,845;0,9784
36,4500;0,8425;1,27;1,845;0,9784
36,4507;0,8413;1,27;1,845;0,9784
36,4513;0,8413;1,273;1,845;0,9784
36,4520;0,8413;1,273;1,845;0,9792
36,4527;0,8413;1,273;1,845;0,9788
36,4533;0,8413;1,273;1,845;0,9755
36,4540;0,8401;1,273;1,848;0,9715
36,4547;0,8449;1,276;1,851;0,9671
36,4553;0,8496;1,276;1,857;0,9667
36,4560;0,8508;1,276;1,86;0,9667
36,4567;0,852;1,276;1,86;0,9667
36,4573;0,8508;1,276;1,86;0,9675
36,4580;0,8496;1,276;1,86;0,9679
36,4587;0,8496;1,276;1,863;0,9691
36,4593;0,8496;1,276;1,863;0,9707
36,4600;0,8508;1,278;1,863;0,9699
36,4607;0,8508;1,278;1,867;0,9699
36,4613;0,8531;1,281;1,867;0,9731
36,4620;0,8543;1,284;1,867;0,9759
36,4627;0,8543;1,284;1,867;0,9775
36,4633;0,8567;1,284;1,867;0,9804
36,4640;0,8591;1,287;1,867;0,9804
36,4647;0,8602;1,292;1,867;0,9804
36,4653;0,8638;1,301;1,867;0,9812
36,4660;0,8709;1,304;1,867;0,984
36,4667;0,8744;1,301;1,87;0,9856
36,4673;0,8744;1,301;1,873;0,9844
36,4680;0,8768;1,298;1,873;0,9852
36,4687;0,8792;1,295;1,87;0,9852
36,4693;0,8815;1,295;1,87;0,986
36,4700;0,8839;1,298;1,873;0,9864
36,4707;0,8839;1,298;1,873;0,9864
36,4713;0,8875;1,301;1,873;0,9864
36,4720;0,9028;1,304;1,873;0,9864
36,4727;0,9099;1,307;1,873;0,986
36,4733;0,9111;1,307;1,873;0,9848
36,4740;0,9088;1,307;1,873;0,9844
36,4747;0,9099;1,307;1,873;0,9844
36,4753;0,9159;1,307;1,873;0,9844
36,4760;0,917;1,304;1,873;0,9852
36,4767;0,9182;1,304;1,873;0,9884
36,4773;0,9289;1,301;1,873;0,99
36,4780;0,9348;1,301;1,873;0,9904
36,4787;0,9348;1,301;1,873;0,9925
36,4793;0,9348;1,307;1,873;0,9965
36,4800;0,936;1,329;1,873;0,9993
36,4807;0,9383;1,374;1,873;0,9997
36,4813;0,9454;1,433;1,873;0,9985
36,4820;0,9632;1,486;1,873;0,9961
36,4827;0,9833;1,526;1,876;0,9945
36,4833;0,988;1,554;1,876;0,9941
36,4840;0,988;1,576;1,876;0,9941
36,4847;0,988;1,593;1,876;0,9941
36,4853;0,9928;1,599;1,876;0,9941
36,4860;0,9951;1,599;1,879;0,9945
36,4867;0,9951;1,596;1,882;0,9957
36,4873;0,9951;1,593;1,885;0,9969
36,4880;0,9951;1,593;1,885;0,9973
36,4887;0,9999;1,596;1,885;0,9977
36,4893;1,006;1,593;1,889;0,9977
36,4900;1,006;1,593;1,889;1,001
36,4907;1,007;1,593;1,889;1,005
36,4913;1,007;1,59;1,889;1,006
36,4920;1,009;1,59;1,889;1,006
36,4927;1,015;1,59;1,889;1,005
36,4933;1,018;1,59;1,885;1,002
36,4940;1,018;1,587;1,885;1
36,4947;1,018;1,59;1,889;0,9997
36,4953;1,02;1,596;1,892;1
36,4960;1,025;1,607;1,898;0,9989
36,4967;1,034;1,624;1,91;0,9977
36,4973;1,041;1,644;1,92;0,9981
36,4980;1,041;1,655;1,926;0,9993
36,4987;1,04;1,666;1,926;0,9997
36,4993;1,044;1,683;1,929;0,9977
36,5000;1,05;1,694;1,929;0,9957
36,5007;1,055;1,7;1,932;0,9961
36,5013;1,063;1,705;1,939;0,9997
36,5020;1,067;1,708;1,948;1,006
36,5027;1,067;1,711;1,954;1,009
36,5033;1,067;1,708;1,957;1,009
36,5040;1,069;1,705;1,957;1,01
36,5047;1,07;1,705;1,961;1,01
36,5053;1,071;1,705;1,97;1,011
36,5060;1,072;1,705;1,979;1,01
36,5067;1,072;1,705;1,995;1,009
36,5073;1,072;1,705;2,014;1,009
36,5080;1,077;1,711;2,029;1,008
36,5087;1,077;1,722;2,042;1,009
36,5093;1,078;1,734;2,064;1,01
36,5100;1,077;1,759;2,08;1,013
36,5107;1,074;1,798;2,089;1,017
36,5113;1,074;1,829;2,092;1,021
36,5120;1,078;1,852;2,095;1,026
36,5127;1,085;1,871;2,102;1,032
36,5133;1,097;1,888;2,12;1,037
36,5140;1,108;1,899;2,13;1,042
36,5147;1,118;1,911;2,133;1,048
36,5153;1,132;1,916;2,136;1,051
36,5160;1,145;1,919;2,139;1,051
36,5167;1,155;1,919;2,145;1,051
36,5173;1,163;1,919;2,148;1,053
36,5180;1,174;1,925;2,152;1,057
36,5187;1,183;1,925;2,152;1,059
36,5193;1,193;1,925;2,152;1,059
36,5200;1,202;1,925;2,158;1,058
36,5207;1,212;1,93;2,164;1,058
36,5213;1,226;1,936;2,167;1,059
36,5220;1,238;1,939;2,167;1,06
36,5227;1,244;1,939;2,167;1,063
36,5233;1,245;1,942;2,17;1,065
36,5240;1,247;1,942;2,174;1,066
36,5247;1,247;1,942;2,177;1,066
36,5253;1,248;1,944;2,177;1,067
36,5260;1,25;1,95;2,177;1,068
36,5267;1,251;1,97;2,177;1,066
36,5273;1,254;1,998;2,183;1,066
36,5280;1,257;2,029;2,189;1,069
36,5287;1,257;2,062;2,192;1,072
36,5293;1,257;2,088;2,192;1,072
36,5300;1,261;2,107;2,202;1,073
36,5307;1,267;2,124;2,221;1,075
36,5313;1,278;2,133;2,249;1,077
36,5320;1,296;2,135;2,293;1,078
36,5327;1,311;2,141;2,349;1,085
36,5333;1,321;2,147;2,412;1,093
36,5340;1,331;2,152;2,465;1,095
36,5347;1,338;2,155;2,506;1,099
36,5353;1,341;2,163;2,549;1,112
36,5360;1,342;2,175;2,587;1,125
36,5367;1,342;2,18;2,612;1,131
36,5373;1,342;2,18;2,631;1,134
36,5380;1,342;2,183;2,646;1,136
36,5387;1,342;2,186;2,656;1,14
36,5393;1,341;2,189;2,656;1,153
36,5400;1,341;2,194;2,662;1,173
36,5407;1,343;2,194;2,675;1,183
36,5413;1,348;2,194;2,69;1,184
36,5420;1,351;2,194;2,697;1,183
36,5427;1,354;2,192;2,703;1,182
36,5433;1,355;2,192;2,706;1,181
36,5440;1,356;2,192;2,718;1,181
36,5447;1,356;2,192;2,74;1,18
36,5453;1,356;2,192;2,778;1,182
36,5460;1,357;2,197;2,825;1,183
36,5467;1,358;2,203;2,869;1,184
36,5473;1,358;2,217;2,916;1,184
36,5480;1,358;2,237;2,963;1,184
36,5487;1,358;2,253;2,982;1,184
36,5493;1,357;2,273;2,985;1,188
36,5500;1,357;2,296;2,991;1,2
36,5507;1,357;2,315;3,025;1,219
36,5513;1,357;2,326;3,063;1,235
36,5520;1,361;2,332;3,069;1,244
36,5527;1,368;2,332;3,069;1,249
36,5533;1,368;2,332;3,069;1,252
36,5540;1,369;2,335;3,079;1,254
36,5547;1,37;2,338;3,091;1,254
36,5553;1,37;2,343;3,094;1,254
36,5560;1,371;2,346;3,101;1,254
36,5567;1,373;2,355;3,113;1,253
36,5573;1,373;2,357;3,119;1,252
36,5580;1,371;2,36;3,123;1,255
36,5587;1,377;2,36;3,123;1,262
36,5593;1,387;2,363;3,123;1,265
36,5600;1,393;2,371;3,126;1,267
36,5607;1,401;2,38;3,141;1,267
36,5613;1,408;2,383;3,166;1,267
36,5620;1,414;2,383;3,21;1,268
36,5627;1,418;2,383;3,276;1,268
36,5633;1,426;2,383;3,386;1,268
36,5640;1,435;2,383;3,539;1,267
36,5647;1,439;2,38;3,649;1,267
36,5653;1,44;2,383;3,693;1,267
36,5660;1,441;2,385;3,718;1,267
36,5667;1,445;2,388;3,743;1,267
36,5673;1,446;2,391;3,765;1,265
36,5680;1,447;2,397;3,774;1,263
36,5687;1,458;2,405;3,774;1,263
36,5693;1,477;2,416;3,805;1,265
36,5700;1,484;2,43;3,833;1,271
36,5707;1,483;2,442;3,843;1,274
36,5713;1,484;2,456;3,849;1,275
36,5720;1,484;2,467;3,849;1,276
36,5727;1,484;2,47;3,849;1,277
36,5733;1,486;2,47;3,849;1,277
36,5740;1,49;2,47;3,855;1,277
36,5747;1,49;2,473;3,865;1,277
36,5753;1,49;2,473;3,877;1,277
36,5760;1,49;2,473;3,887;1,276
36,5767;1,49;2,47;3,899;1,275
36,5773;1,49;2,473;3,912;1,275
36,5780;1,49;2,473;3,918;1,273
36,5787;1,491;2,475;3,921;1,273
36,5793;1,491;2,481;3,924;1,273
36,5800;1,491;2,487;3,927;1,272
36,5807;1,49;2,492;3,931;1,273
36,5813;1,49;2,498;3,931;1,272
36,5820;1,49;2,509;3,931;1,27
36,5827;1,502;2,526;3,934;1,27
36,5833;1,51;2,537;3,934;1,27
36,5840;1,511;2,546;3,934;1,27
36,5847;1,511;2,551;3,94;1,269
36,5853;1,511;2,557;3,943;1,269
36,5860;1,512;2,557;3,946;1,269
36,5867;1,512;2,56;3,949;1,268
36,5873;1,516;2,562;3,952;1,267
36,5880;1,519;2,565;3,959;1,267
36,5887;1,519;2,568;3,962;1,266
36,5893;1,519;2,574;3,962;1,264
36,5900;1,519;2,579;3,962;1,264
36,5907;1,519;2,582;3,962;1,264
36,5913;1,519;2,585;3,971;1,264
36,5920;1,519;2,588;3,974;1,264
36,5927;1,522;2,593;3,978;1,266
36,5933;1,529;2,599;3,978;1,27
36,5940;1,532;2,602;3,978;1,277
36,5947;1,534;2,605;3,978;1,283
36,5953;1,534;2,605;3,978;1,284
